scientificName,animal,Movement,migratory,migratory.nomadic,populationTrend,decline,EOO,Pac_Americas,Cen_Americas,Atl_Americas,Eas_Atlantic,Black_Sea,Eas_Africa,Cen_Asia,Eas_Asia,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere5,Hemisphere,Flyway
Aepypodius arfakianus,Aepypodius_arfakianus,Not a Migrant,0,0,Decreasing,1,685000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aepypodius bruijnii,Aepypodius_bruijnii,Not a Migrant,0,0,Decreasing,1,784,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus bartschi,Collocalia_bartschi,Not a Migrant,0,0,Decreasing,1,4400,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Aerodramus brevirostris,Collocalia_brevirostris,Full Migrant,1,1,Stable,0,3630000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,5,3,4
Aerodramus fuciphagus,Collocalia_fuciphaga,Not a Migrant,0,0,Decreasing,1,8910000,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,3,2,4
Aerodramus hirundinaceus,Collocalia_hirundinacea,Not a Migrant,0,0,Stable,0,957000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus infuscatus,Collocalia_infuscata,Not a Migrant,0,0,Decreasing,1,931000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus maximus,Collocalia_maxima,Not a Migrant,0,0,Decreasing,1,4580000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus mearnsi,Collocalia_mearnsi,Not a Migrant,0,0,Stable,0,856000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus nuditarsus,Collocalia_nuditarsus,Not a Migrant,0,0,Decreasing,1,398000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus pelewensis,Collocalia_pelewensis,Not a Migrant,0,0,Stable,0,1700,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus salangana,Collocalia_salangana,Not a Migrant,0,0,Decreasing,1,2890000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus spodiopygius,Collocalia_spodiopygia,Not a Migrant,0,0,Stable,0,5430000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus terraereginae,Collocalia_terraereginae,Not a Migrant,0,0,Stable,0,223000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,2,4
Aerodramus unicolor,Collocalia_unicolor,Not a Migrant,0,0,Decreasing,1,434000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Aerodramus vanikorensis,Collocalia_vanikorensis,Not a Migrant,0,0,Stable,0,11200000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus vulcanorum,Collocalia_vulcanorum,Not a Migrant,0,0,Stable,0,17700,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aerodramus whiteheadi,Collocalia_whiteheadi,Not a Migrant,0,0,Decreasing,1,170000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aeronautes andecolus,Aeronautes_andecolus,Not a Migrant,0,0,Stable,0,2400000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1
Aeronautes montivagus,Aeronautes_montivagus,Not a Migrant,0,0,Decreasing,1,5550000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Aeronautes saxatalis,Aeronautes_saxatalis,Full Migrant,1,1,Decreasing,1,6580000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,5,3,1
Aethopyga bella,Aethopyga_bella,Not a Migrant,0,0,Stable,0,877000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Aethopyga boltoni,Aethopyga_boltoni,Not a Migrant,0,0,Stable,0,31600,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Aethopyga christinae,Aethopyga_christinae,Not a Migrant,0,0,Decreasing,1,38600,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aethopyga duyvenbodei,Aethopyga_duyvenbodei,Not a Migrant,0,0,Decreasing,1,700,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Aethopyga eximia,Aethopyga_eximia,Not a Migrant,0,0,Decreasing,1,50300,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Aethopyga flagrans,Aethopyga_flagrans,Not a Migrant,0,0,Decreasing,1,212000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aethopyga gouldiae,Aethopyga_gouldiae,Not a Migrant,0,0,Decreasing,1,5850000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Aethopyga guimarasensis,Aethopyga_flagrans,Not a Migrant,0,0,Decreasing,1,41100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aethopyga ignicauda,Aethopyga_ignicauda,Not a Migrant,0,0,Stable,0,1680000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Aethopyga latouchii,Aethopyga_christinae,Not a Migrant,0,0,Decreasing,1,2790000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,5,3,4
Aethopyga linaraborae,Aethopyga_linaraborae,Not a Migrant,0,0,Stable,0,3600,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aethopyga magnifica,Aethopyga_siparaja,Not a Migrant,0,0,Stable,0,76600,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,3,2,4
Aethopyga mystacalis,Aethopyga_mystacalis,Not a Migrant,0,0,Decreasing,1,177000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aethopyga nipalensis,Aethopyga_nipalensis,Not a Migrant,0,0,Decreasing,1,4580000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,5,3,4
Aethopyga primigenia,Aethopyga_primigenia,Not a Migrant,0,0,Stable,0,44000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aethopyga pulcherrima,Aethopyga_pulcherrima,Not a Migrant,0,0,Stable,0,673000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Aethopyga saturata,Aethopyga_saturata,Not a Migrant,0,0,Stable,0,5630000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Aethopyga shelleyi,Aethopyga_shelleyi,Not a Migrant,0,0,Stable,0,42400,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Aethopyga siparaja,Aethopyga_siparaja,Not a Migrant,0,0,Decreasing,1,12500000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,5,3,4
Aethopyga temminckii,Aethopyga_mystacalis,Not a Migrant,0,0,Decreasing,1,2610000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Aethopyga vigorsii,Aethopyga_siparaja,Not a Migrant,0,0,Decreasing,1,192000,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,3,2,4
Afropavo congensis,Afropavo_congensis,Not a Migrant,0,0,Decreasing,1,788000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Afrotis afra,Eupodotis_afra,Not a Migrant,0,0,Decreasing,1,254000,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,3,2,2
Afrotis afraoides,Eupodotis_afra,Not a Migrant,0,0,Stable,0,2220000,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,3,2,2
Agamia agami,Agamia_agami,Not a Migrant,0,0,Decreasing,1,13300000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,2,1
Agapornis canus,Agapornis_canus,Not a Migrant,0,0,Stable,0,689000,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,3,2,2
Agapornis fischeri,Agapornis_fischeri,Not a Migrant,0,0,Decreasing,1,206000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3,2,2
Agapornis lilianae,Agapornis_lilianae,Not a Migrant,0,0,Decreasing,1,539000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3,2,2
Agapornis nigrigenis,Agapornis_nigrigenis,Not a Migrant,0,0,Decreasing,1,17500,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,2,2
Agapornis personatus,Agapornis_personatus,Not a Migrant,0,0,Stable,0,226000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,2,2
Agapornis pullarius,Agapornis_pullarius,Full Migrant,1,1,Decreasing,1,8360000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,3,2,2
Agapornis roseicollis,Agapornis_roseicollis,Not a Migrant,0,0,Decreasing,1,768000,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3,2,2
Agapornis swindernianus,Agapornis_swindernianus,Not a Migrant,0,0,Decreasing,1,3020000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Agapornis taranta,Agapornis_taranta,Not a Migrant,0,0,Increasing,0,572000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3,2,2
Agelaioides badius,Agelaioides_badius,Not a Migrant,0,0,Stable,0,5180000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,2,1
Agelaioides fringillarius,Agelaioides_badius,Not a Migrant,0,0,Stable,0,1170000,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Agelaius assimilis,Agelaius_assimilis,Not a Migrant,0,0,Stable,0,48600,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,2,1
Agelaius humeralis,Agelaius_humeralis,Not a Migrant,0,0,Stable,0,258000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Agelaius phoeniceus,Agelaius_phoeniceus,Not a Migrant,0,0,Decreasing,1,23100000,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,5,3,5
Agelaius tricolor,Agelaius_tricolor,Not a Migrant,0,0,Decreasing,1,758000,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
Agelaius xanthomus,Agelaius_xanthomus,Not a Migrant,0,0,Decreasing,1,9000,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Agelastes meleagrides,Agelastes_meleagrides,Not a Migrant,0,0,Decreasing,1,197000,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2
Agelastes niger,Agelastes_niger,Not a Migrant,0,0,Decreasing,1,2180000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Agelasticus cyanopus,Agelasticus_cyanopus,Full Migrant,1,1,Stable,0,8160000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1
Agelasticus thilius,Agelasticus_thilius,Full Migrant,1,1,Stable,0,5720000,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,2,1
Agelasticus xanthophthalmus,Agelasticus_xanthophthalmus,Not a Migrant,0,0,Stable,0,564000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1
Aglaeactis aliciae,Aglaeactis_aliciae,Not a Migrant,0,0,Decreasing,1,1100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1
Aglaeactis castelnaudii,Aglaeactis_castelnaudii,Not a Migrant,0,0,Decreasing,1,94300,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Aglaeactis cupripennis,Aglaeactis_cupripennis,Altitudinal Migrant,0,1,Stable,0,1540000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Aglaeactis pamela,Aglaeactis_pamela,Altitudinal Migrant,0,1,Stable,0,16800,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Aglaiocercus berlepschi,Aglaiocercus_berlepschi,Not a Migrant,0,0,Decreasing,1,2840,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Aglaiocercus coelestis,Aglaiocercus_coelestis,Not a Migrant,0,0,Decreasing,1,73000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Aglaiocercus kingii,Aglaiocercus_kingi,Altitudinal Migrant,0,1,Decreasing,1,3700000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,3,2,1
Agraphospiza rubescens,Carpodacus_rubescens,Altitudinal Migrant,0,1,Decreasing,1,1720000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,5,3,4
Agricola infuscatus,Bradornis_infuscatus,Not a Migrant,0,0,Stable,0,2520000,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,3,2,2
Agricola pallidus,Bradornis_pallidus,Not a Migrant,0,0,Stable,0,20900000,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,3,2,2
Agriornis albicauda,Agriornis_albicauda,Not a Migrant,0,0,Decreasing,1,1980000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,2,1
Agriornis lividus,Agriornis_lividus,Full Migrant,1,1,Stable,0,1170000,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,2,1
Agriornis micropterus,Agriornis_micropterus,Full Migrant,1,1,Stable,0,2570000,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,2,1
Agriornis montanus,Agriornis_montanus,Full Migrant,1,1,Stable,0,5560000,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,2,1
Agriornis murinus,Agriornis_murinus,Full Migrant,1,1,Stable,0,1050000,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,2,1
Ailuroedus buccoides,Ailuroedus_buccoides,Not a Migrant,0,0,Decreasing,1,1030000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Ailuroedus crassirostris,Ailuroedus_crassirostris,Not a Migrant,0,0,Decreasing,1,334000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,3,2,4
Ailuroedus melanotis,Ailuroedus_melanotis,Not a Migrant,0,0,Decreasing,1,2140000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Aimophila notosticta,Aimophila_notosticta,Not a Migrant,0,0,Decreasing,1,44100,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Aimophila rufescens,Aimophila_rufescens,Not a Migrant,0,0,Stable,0,2040000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,5,3,1
Aimophila ruficeps,Aimophila_ruficeps,Not a Migrant,0,0,Decreasing,1,4870000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,5,3,1
Aix galericulata,Aix_galericulata,Full Migrant,1,1,Decreasing,1,5710000,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,5,3,4
Aix sponsa,Aix_sponsa,Full Migrant,1,1,Increasing,0,15500000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,3,1
Akletos goeldii,Myrmeciza_goeldii,Not a Migrant,0,0,Decreasing,1,344000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Akletos melanoceps,Myrmeciza_melanoceps,Not a Migrant,0,0,Stable,0,1360000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Alaemon alaudipes,Alaemon_alaudipes,Not a Migrant,0,0,Decreasing,1,21600000,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,5,3,6
Alaemon hamertoni,Alaemon_hamertoni,Not a Migrant,0,0,Stable,0,460000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3,2,2
Alauda arvensis,Alauda_arvensis,Full Migrant,1,1,Decreasing,1,103000000,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,5,3,7
Alauda gulgula,Alauda_gulgula,Full Migrant,1,1,Decreasing,1,24000000,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,5,3,6
Alauda leucoptera,Melanocorypha_leucoptera,Full Migrant,1,1,Decreasing,1,3960000,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,6
Alaudala raytal,Calandrella_raytal,Not a Migrant,0,0,Stable,0,4760000,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,5,3,4
Alaudala rufescens,Calandrella_rufescens,Unknown,0,1,Decreasing,1,8700000,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,5,3,6
Alaudala somalica,Calandrella_somalica,Nomadic,0,1,Decreasing,1,958000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3,2,2
Alcedo atthis,Alcedo_atthis,Full Migrant,1,1,Decreasing,1,94100000,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,5,3,6
Alcedo coerulescens,Alcedo_coerulescens,Not a Migrant,0,0,Stable,0,646000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,3,2,4
Alcedo euryzona,Alcedo_euryzona,Not a Migrant,0,0,Decreasing,1,27700-178000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,2,4
Alcedo hercules,Alcedo_hercules,Not a Migrant,0,0,Decreasing,1,3200000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,3,2,4
Alcedo meninting,Alcedo_meninting,Not a Migrant,0,0,Decreasing,1,14400000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,5,3,4
Alcedo peninsulae,Alcedo_euryzona,Not a Migrant,0,0,Decreasing,1,4040000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,2,4
Alcedo quadribrachys,Alcedo_quadribrachys,Not a Migrant,0,0,Stable,0,8120000,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,3,2,2
Alcedo semitorquata,Alcedo_semitorquata,Not a Migrant,0,0,Decreasing,1,10500000,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,3,2,2
Alcippe brunneicauda,Alcippe_brunneicauda,Not a Migrant,0,0,Decreasing,1,3250000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,3,2,4
Alcippe morrisonia,Alcippe_morrisonia,Not a Migrant,0,0,Decreasing,1,4630000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Alcippe nipalensis,Alcippe_nipalensis,Not a Migrant,0,0,Decreasing,1,1110000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Alcippe peracensis,Alcippe_peracensis,Not a Migrant,0,0,Decreasing,1,621000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Alcippe poioicephala,Alcippe_poioicephala,Not a Migrant,0,0,Decreasing,1,6590000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,5,3,4
Alcippe pyrrhoptera,Alcippe_pyrrhoptera,Not a Migrant,0,0,Decreasing,1,34700,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Alcurus striatus,Pycnonotus_striatus,Altitudinal Migrant,0,1,Stable,0,1830000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,5,3,4
Aleadryas rufinucha,Aleadryas_rufinucha,Not a Migrant,0,0,Decreasing,1,697000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Alectoris chukar,Alectoris_chukar,Not a Migrant,0,0,Stable,0,20600000,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,5,3,6
Alectoris graeca,Alectoris_graeca,Altitudinal Migrant,0,1,Decreasing,1,1410000,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,2
Alectoris magna,Alectoris_magna,Altitudinal Migrant,0,1,Decreasing,1,676000,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,4
Alectoris melanocephala,Alectoris_melanocephala,Not a Migrant,0,0,Stable,0,1940000,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,5,3,6
Alectoris philbyi,Alectoris_philbyi,Not a Migrant,0,0,Stable,0,104000,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,5,3,2
Alectoris rufa,Alectoris_rufa,Not a Migrant,0,0,Decreasing,1,1710000,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,2
Alectroenas madagascariensis,Alectroenas_madagascariensis,Unknown,0,1,Decreasing,1,522000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2
Alectroenas sganzini,Alectroenas_sganzini,Not a Migrant,0,0,Decreasing,1,69600,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Alectrurus risora,Alectrurus_risora,Not a Migrant,0,0,Decreasing,1,132000,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,2,1
Alectrurus tricolor,Alectrurus_tricolor,Not a Migrant,0,0,Decreasing,1,2790000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,2,1
Alectura lathami,Alectura_lathami,Not a Migrant,0,0,Decreasing,1,1860000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,3,2,4
Alethe castanea,Alethe_diademata,Not a Migrant,0,0,Decreasing,1,4080000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Alethe diademata,Alethe_diademata,Not a Migrant,0,0,Decreasing,1,782000,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Alipiopsitta xanthops,Alipiopsitta_xanthops,Nomadic,0,1,Decreasing,1,3100000,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,1
Alisterus amboinensis,Alisterus_amboinensis,Not a Migrant,0,0,Decreasing,1,624000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Alisterus chloropterus,Alisterus_chloropterus,Not a Migrant,0,0,Decreasing,1,655000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Alisterus scapularis,Alisterus_scapularis,Altitudinal Migrant,0,1,Decreasing,1,1830000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,3,2,4
Alopecoenas beccarii,Gallicolumba_beccarii,Not a Migrant,0,0,Stable,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Alopecoenas canifrons,Gallicolumba_canifrons,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Alopecoenas hoedtii,Gallicolumba_hoedtii,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Alopecoenas jobiensis,Gallicolumba_jobiensis,Nomadic,0,1,Stable,0,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Alopecoenas johannae,Gallicolumba_beccarii,Not a Migrant,0,0,Stable,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Alopecoenas sanctaecrucis,Gallicolumba_sanctaecrucis,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Alopecoenas xanthonurus,Gallicolumba_xanthonura,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Alophoixus bres,Alophoixus_bres,Not a Migrant,0,0,Decreasing,1,147000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Alophoixus flaveolus,Alophoixus_flaveolus,Altitudinal Migrant,0,1,Decreasing,1,1500000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,5,3,4
Alophoixus frater,Alophoixus_bres,Not a Migrant,0,0,Decreasing,1,48300,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Alophoixus ochraceus,Alophoixus_ochraceus,Not a Migrant,0,0,Decreasing,1,1810000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Alophoixus pallidus,Alophoixus_pallidus,Not a Migrant,0,0,Decreasing,1,2310000,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,5,3,4
Alophoixus phaeocephalus,Alophoixus_phaeocephalus,Not a Migrant,0,0,Decreasing,1,3600000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Alophoixus ruficrissus,Alophoixus_ochraceus,Not a Migrant,0,0,Decreasing,1,574000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Alophoixus tephrogenys,Alophoixus_bres,Not a Migrant,0,0,Decreasing,1,3310000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Alopochelidon fucata,Alopochelidon_fucata,Full Migrant,1,1,Stable,0,9350000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,3,2,1
Alopochen aegyptiaca,Alopochen_aegyptiaca,Not a Migrant,0,0,Decreasing,1,28900000,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,5,3,2
Amadina erythrocephala,Amadina_erythrocephala,Nomadic,0,1,Stable,0,3180000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,3,2,2
Amadina fasciata,Amadina_fasciata,Not a Migrant,0,0,Stable,0,23900000,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,5,3,2
Amalocichla incerta,Amalocichla_incerta,Not a Migrant,0,0,Decreasing,1,752000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Amalocichla sclateriana,Amalocichla_sclateriana,Not a Migrant,0,0,Decreasing,1,294000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Amandava amandava,Amandava_amandava,Not a Migrant,0,0,Stable,0,16300000,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,5,3,4
Amandava formosa,Amandava_formosa,Not a Migrant,0,0,Decreasing,1,934000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,3,2,4
Amandava subflava,Amandava_subflava,Not a Migrant,0,0,Stable,0,20800000,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,3,2,2
Amaurocichla bocagii,Amaurocichla_bocagei,Not a Migrant,0,0,Stable,0,390,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
